Device Name,Vendor,Model,Card Name,IfName,IfOper,Speed,ModuleClass,Splitter L1 Name,Weekly_Status,Notes
RCB01002G00,ZTE,C300,,gpon_1/7/16,up,2.4,nan,RCB01X3G8RF,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/7/2,up,2.4,nan,RCB01X3CAHL,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/7/3,up,2.4,nan,RCB01X3DGMC,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/7/4,up,2.4,nan,RCB01X3GSTP,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/7/6,up,2.4,nan,RCB01X3DKJA,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/7/7,up,2.4,nan,RCB01X3V1MY,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/1,up,2.4,nan,RCB01X3CP33,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/10,up,2.4,nan,RCB01X3CP1R,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/11,up,2.4,nan,RCB01X3CP1Y,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/12,up,2.4,nan,RCB01X3CP27,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/13,up,2.4,nan,RCB01X3CP2C,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/14,up,2.4,nan,RCB01X3CP2K,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/15,up,2.4,nan,RCB01X3CP2N,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/16,up,2.4,nan,RCB01X3CP2V,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/2,up,2.4,nan,RCB01X3CP38,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/3,up,2.4,nan,RCB01X3CP3D,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/4,up,2.4,nan,RCB01X3CP3I,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/6,up,2.4,nan,RCB01X3CP3S,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/7,up,2.4,nan,RCB01X3CP3X,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/8,up,2.4,nan,RCB01X3CP1F,Recovered / Fixed,SFP inserted or port restored this week
RCB01002G00,ZTE,C300,,gpon_1/8/9,up,2.4,nan,RCB01X3CP1N,Recovered / Fixed,SFP inserted or port restored this week
RCB01047GO0,Fiberhome,AN5516-04,,PON 1/2,up,2.4,nan,RCB01X2VI9P,Recovered / Fixed,SFP inserted or port restored this week
RCB01051GO0,Fiberhome,AN6000-2,,PON 1/16,up,2.4,nan,RCB01X3A5U4,Recovered / Fixed,SFP inserted or port restored this week
RCB01051GO0,Fiberhome,AN6000-2,,PON 1/5,up,2.4,nan,RCB01X2PYM2,Recovered / Fixed,SFP inserted or port restored this week
RCB02001GO0,ZTE,C320,,gpon_1/1/16,up,2.4,nan,RCB02X37B6C,Recovered / Fixed,SFP inserted or port restored this week
RCB05001GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,RCB05X0002P,Recovered / Fixed,SFP inserted or port restored this week
RCB05001GO0,ZTE,C320,,gpon_1/2/8,up,2.4,nan,RCB05X0000S,Recovered / Fixed,SFP inserted or port restored this week
RCB05039GO0,Fiberhome,AN5516-04,,PON 1/1,up,2.4,nan,RCB05X2B114,Recovered / Fixed,SFP inserted or port restored this week
RCB05042GO0,Fiberhome,AN5516-04,,PON 1/3,up,2.4,nan,RCB05X000C1,Recovered / Fixed,SFP inserted or port restored this week
RCB06006GO0,ZTE,C320,,gpon_1/1/1,up,2.4,nan,RCB06X2AY6R,Recovered / Fixed,SFP inserted or port restored this week
RCB06006GO0,ZTE,C320,,gpon_1/1/2,up,2.4,nan,RCB06X2VSR8,Recovered / Fixed,SFP inserted or port restored this week
RCB06006GO0,ZTE,C320,,gpon_1/1/3,up,2.4,nan,RCB06X2WK2S,Recovered / Fixed,SFP inserted or port restored this week
RCB06006GO0,ZTE,C320,,gpon_1/1/4,up,2.4,nan,RCB06X2WU9M,Recovered / Fixed,SFP inserted or port restored this week
RCB06006GO0,ZTE,C320,,gpon_1/1/7,up,2.4,nan,RCB06X10000,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/10,up,2.4,nan,RCB06X3EDI3,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/13,up,2.4,nan,RCB07X2W0TW,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/14,up,2.4,nan,RCB07X2VZBX,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/15,up,2.4,nan,RCB07X2W1BB,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/16,up,2.4,nan,RCB07X2WTHQ,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/3,up,2.4,nan,RCB07X2TOM0,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/4,up,2.4,nan,RCB07X2TOM1,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/6,up,2.4,nan,RCB07X2VEWY,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/8,up,2.4,nan,RCB07X2VWBW,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/12/9,up,2.4,nan,RCB07X39S3W,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/10,up,2.4,nan,RCB06X30OV7,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/11,up,2.4,nan,RCB07X31351,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/14,up,2.4,nan,RCB07X316BG,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/15,up,2.4,nan,RCB07X3DQS2,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/16,up,2.4,nan,RCB07X31NSM,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/3,up,2.4,nan,RCB07X2XBW2,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/4,up,2.4,nan,RCB07X3FBYM,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/6,up,2.4,nan,RCB07X2WO4H,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/7,up,2.4,nan,RCB07X2WTL1,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/8,up,2.4,nan,RCB07X3DJYS,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/13/9,up,2.4,nan,RCB06X30OV3,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/2/4,up,2.4,nan,RCB07X0000H,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/3/5,up,2.4,nan,RCB07X0002L,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/6/2,up,2.4,nan,RCB07X00043,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/6/5,up,2.4,nan,RCB07X0004E,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/8/11,up,2.4,nan,RCB07X0008R,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/8/14,up,2.4,nan,RCB07X00093,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/9/10,up,2.4,nan,RCB07X2D81O,Recovered / Fixed,SFP inserted or port restored this week
RCB07001G00,ZTE,C300,,gpon_1/9/16,up,2.4,nan,RCB07X3EK0W,Recovered / Fixed,SFP inserted or port restored this week
RCB07031GO0,Fiberhome,AN5516-04,,PON 1/1,up,2.4,nan,RCB07X2RS0X,Recovered / Fixed,SFP inserted or port restored this week
RCB09001G00,ZTE,C320,,gpon_1/1/6,up,2.4,nan,RCB09X2UH2X,Recovered / Fixed,SFP inserted or port restored this week
RET01018GO0,ZTE,C320,,gpon_1/1/8,up,2.4,nan,RET01X3FO18,Recovered / Fixed,SFP inserted or port restored this week
RET01018GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,RET01X36Y21,Recovered / Fixed,SFP inserted or port restored this week
RET01018GO0,ZTE,C320,,gpon_1/2/7,up,2.4,nan,RET01X3E9PD,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/2/1,up,2.4,nan,RET04X00001,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/2/15,up,2.4,nan,RET04X0001P,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/4/6,up,2.4,nan,RET04X0004D,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/5/1,up,2.4,nan,RET04X3A73D,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/5/10,up,2.4,nan,RET04X3GM65,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/5/12,up,2.4,nan,RET04X3KHMF,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/5/4,up,2.4,nan,RET04X3A7FK,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/5/6,up,2.4,nan,RET04X3A7E0,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/5/8,up,2.4,nan,RET04X3EB2P,Recovered / Fixed,SFP inserted or port restored this week
RET04001G00,ZTE,C300,,gpon_1/5/9,up,2.4,nan,RET04X3GM68,Recovered / Fixed,SFP inserted or port restored this week
RET05006G00,ZTE,C320,,gpon_1/1/7,up,2.4,nan,RET05X2YTQJ,Recovered / Fixed,SFP inserted or port restored this week
RET05006G00,ZTE,C320,,gpon_1/1/8,up,2.4,nan,RET05X3A80A,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 1/1,up,2.4,nan,RET10X2FIVQ,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 1/2,up,2.4,nan,RET10X000DL,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 1/3,up,2.4,nan,RET10X000DQ,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 1/4,up,2.4,nan,RET10X000DW,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 1/5,up,2.4,nan,RET10X000E3,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 1/6,up,2.4,nan,RET10X2S2L0,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 1/7,up,2.4,nan,RET10X000EN,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 1/8,up,2.4,nan,RET10X000EQ,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 2/1,up,2.4,nan,RET10X2YQQS,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 2/2,up,2.4,nan,RET10X2Z64Y,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 2/3,up,2.4,nan,RET10X2Z6FC,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 2/4,up,2.4,nan,RET10X391IA,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 2/5,up,2.4,nan,RET10X391IF,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 2/6,up,2.4,nan,RET10X391IK,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 2/7,up,2.4,nan,RET10X3D5OR,Recovered / Fixed,SFP inserted or port restored this week
RET10019GO0,Fiberhome,AN5516-04,,PON 2/8,up,2.4,nan,RET10X391IP,Recovered / Fixed,SFP inserted or port restored this week
RET11011G00,Fiberhome,AN6001-G16,,PON 1/5,up,2.4,nan,RET11X2XLTD,Recovered / Fixed,SFP inserted or port restored this week
RET11011G00,Fiberhome,AN6001-G16,,PON 1/9,up,2.4,nan,RET11X3Q3G1,Recovered / Fixed,SFP inserted or port restored this week
RET18004G00,ZTE,C320,,gpon_1/1/2,up,2.4,nan,RET18X00009,Recovered / Fixed,SFP inserted or port restored this week
RET18004G00,ZTE,C320,,gpon_1/1/5,up,2.4,nan,RET18X3RVFR,Recovered / Fixed,SFP inserted or port restored this week
RET18004G00,ZTE,C320,,gpon_1/1/7,up,2.4,nan,RET18X3761C,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/4/14,up,2.4,nan,RNG01X2ZVGG,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/4/7,up,2.4,nan,RNG01X00040,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/4/9,up,2.4,nan,RNG01X310J1,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/6/16,up,2.4,nan,RNG01X2RYNK,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/12,up,2.4,nan,RNG01X2PRGA,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/13,up,2.4,nan,RNG01X00J01,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/14,up,2.4,nan,RNG01X32WVF,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/2,up,2.4,nan,RNG01X310KK,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/3,up,2.4,nan,RNG01X320T2,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/4,up,2.4,nan,RNG01X310KE,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/5,up,2.4,nan,RNG01X310KF,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/6,up,2.4,nan,RNG01X310KH,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/7,up,2.4,nan,RNG01X310KI,Recovered / Fixed,SFP inserted or port restored this week
RNG01001G00,ZTE,C300,,gpon_1/8/8,up,2.4,nan,RNG01X2PJB1,Recovered / Fixed,SFP inserted or port restored this week
RNG03002GO0,ZTE,C320,,gpon_1/1/3,up,2.4,nan,RNG03X2354A,Recovered / Fixed,SFP inserted or port restored this week
RNG03002GO0,ZTE,C320,,gpon_1/1/4,up,2.4,nan,RNG03X2DNDB,Recovered / Fixed,SFP inserted or port restored this week
RNG03002GO0,ZTE,C320,,gpon_1/2/1,up,2.4,nan,RNG03X2VYSH,Recovered / Fixed,SFP inserted or port restored this week
RNG03002GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,RNG03X2VZHT,Recovered / Fixed,SFP inserted or port restored this week
RNG03002GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,RNG03X2VZHW,Recovered / Fixed,SFP inserted or port restored this week
RNG03002GO0,ZTE,C320,,gpon_1/2/4,up,2.4,nan,RNG03X38LKP,Recovered / Fixed,SFP inserted or port restored this week
RNG03002GO0,ZTE,C320,,gpon_1/2/5,up,2.4,nan,RNG03X3A6HP,Recovered / Fixed,SFP inserted or port restored this week
SKA01005GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,SKA01X2V87W,Recovered / Fixed,SFP inserted or port restored this week
SKA01006GO0,ZTE,C320,,gpon_1/1/15,up,2.4,nan,SKA01X000L1,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/1,up,2.4,nan,SKA01X000EG,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/11,up,2.4,nan,SKA01X3PMUR,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/2,up,2.4,nan,SKA01X00141,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/3,up,2.4,nan,SKA01X2V8N3,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/4,up,2.4,nan,SKA01X346B6,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/5,up,2.4,nan,SKA01X386UX,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/6,up,2.4,nan,SKA11X38BCQ,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/7,up,2.4,nan,SKA01X34265,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/8,up,2.4,nan,SKA11X38BCP,Recovered / Fixed,SFP inserted or port restored this week
SKA01020GO0,ZTE,C320,,gpon_1/1/9,up,2.4,nan,SKA01X3BSZD,Recovered / Fixed,SFP inserted or port restored this week
SKA01030GO0,ZTE,C320,,gpon_1/2/7,up,2.4,nan,SKA01X001AP,Recovered / Fixed,SFP inserted or port restored this week
SKA01037GO0,ZTE,C320,,gpon_1/1/1,up,2.4,nan,SKA01X39ZZ2,Recovered / Fixed,SFP inserted or port restored this week
SKA01037GO0,ZTE,C320,,gpon_1/1/2,up,2.4,nan,SKA01X3A00C,Recovered / Fixed,SFP inserted or port restored this week
SKA01037GO0,ZTE,C320,,gpon_1/1/3,up,2.4,nan,SKA01X3A0BE,Recovered / Fixed,SFP inserted or port restored this week
SKA01037GO0,ZTE,C320,,gpon_1/1/4,up,2.4,nan,SKA01X3A04V,Recovered / Fixed,SFP inserted or port restored this week
SKA01037GO0,ZTE,C320,,gpon_1/1/5,up,2.4,nan,SKA01X3CRI6,Recovered / Fixed,SFP inserted or port restored this week
SKA01037GO0,ZTE,C320,,gpon_1/1/6,up,2.4,nan,SKA11X3PK9R,Recovered / Fixed,SFP inserted or port restored this week
SKA01037GO0,ZTE,C320,,gpon_1/1/7,up,2.4,nan,SKA11X3PK92,Recovered / Fixed,SFP inserted or port restored this week
SKA02002GO0,ZTE,C320,,gpon_1/1/1,up,2.4,nan,SKA02X0001P,Recovered / Fixed,SFP inserted or port restored this week
SKA02002GO0,ZTE,C320,,gpon_1/1/10,up,2.4,nan,SKA02X3KV99,Recovered / Fixed,SFP inserted or port restored this week
SKA02002GO0,ZTE,C320,,gpon_1/1/2,up,2.4,nan,SKA02X0001X,Recovered / Fixed,SFP inserted or port restored this week
SKA02002GO0,ZTE,C320,,gpon_1/1/3,up,2.4,nan,SKA02X00026,Recovered / Fixed,SFP inserted or port restored this week
SKA02002GO0,ZTE,C320,,gpon_1/1/4,up,2.4,nan,SKA02X0002C,Recovered / Fixed,SFP inserted or port restored this week
SKA02002GO0,ZTE,C320,,gpon_1/1/5,up,2.4,nan,SKA02XHPCAF,Recovered / Fixed,SFP inserted or port restored this week
SKA02002GO0,ZTE,C320,,gpon_1/1/6,up,2.4,nan,SKA02XHPCAG,Recovered / Fixed,SFP inserted or port restored this week
SKA02002GO0,ZTE,C320,,gpon_1/1/8,up,2.4,nan,SKA02X315HN,Recovered / Fixed,SFP inserted or port restored this week
SKA02002GO0,ZTE,C320,,gpon_1/1/9,down,2.4,nan,SKA02X3KV98,Recovered / Fixed,SFP inserted or port restored this week
SKA02007GO0,ZTE,C320,,gpon_1/2/1,up,2.4,nan,SKA02X31565,Recovered / Fixed,SFP inserted or port restored this week
SKA02007GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,SKA02X38ILK,Recovered / Fixed,SFP inserted or port restored this week
SKA02007GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,SKA07X39YIV,Recovered / Fixed,SFP inserted or port restored this week
SKA02007GO0,ZTE,C320,,gpon_1/2/4,up,2.4,nan,SKA02X3KV94,Recovered / Fixed,SFP inserted or port restored this week
SKA02007GO0,ZTE,C320,,gpon_1/2/5,up,2.4,nan,SKA02X3KV95,Recovered / Fixed,SFP inserted or port restored this week
SKA02007GO0,ZTE,C320,,gpon_1/2/6,up,2.4,nan,SKA02X3KV96,Recovered / Fixed,SFP inserted or port restored this week
SKA02007GO0,ZTE,C320,,gpon_1/2/7,up,2.4,nan,SKA02X3KV97,Recovered / Fixed,SFP inserted or port restored this week
SKA02007GO0,ZTE,C320,,gpon_1/2/8,up,2.4,nan,SKA02X3KV93,Recovered / Fixed,SFP inserted or port restored this week
SKA03001G00,ZTE,C300,,gpon_1/2/16,up,2.4,nan,SKA03X0002R,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/1,up,2.4,nan,SKA03X0007G,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/10,up,2.4,nan,SKA03X3JV1J,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/11,up,2.4,nan,SKA03X3KWY3,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/2,up,2.4,nan,SKA03X0007H,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/3,up,2.4,nan,SKA03X0008J,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/4,up,2.4,nan,SKA03X2V3A4,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/5,up,2.4,nan,SKA03X2V3A3,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/6,up,2.4,nan,SKA03X2XQZ3,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/7,up,2.4,nan,SKA03X30LU3,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/8,up,2.4,nan,SKA03X36RZU,Recovered / Fixed,SFP inserted or port restored this week
SKA03009G00,ZTE,C320,,gpon_1/1/9,up,2.4,nan,SKA03X3BSE0,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/1,up,2.4,nan,SKA04X00005,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/10,up,2.4,nan,SKA04X0001D,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/11,up,2.4,nan,SKA04X0001E,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/12,up,2.4,nan,SKA04X0001J,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/13,up,2.4,nan,SKA04X0001N,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/14,up,2.4,nan,SKA04X0001S,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/15,up,2.4,nan,SKA04X0001V,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/16,up,2.4,nan,SKA04X00020,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/2,up,2.4,nan,SKA04X0000E,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/3,up,2.4,nan,SKA04X0000F,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/4,up,2.4,nan,SKA04X0000N,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/5,up,2.4,nan,SKA04X0000O,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/6,up,2.4,nan,SKA04X0000V,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/7,up,2.4,nan,SKA04X0000U,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/8,up,2.4,nan,SKA04X00014,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/2/9,up,2.4,nan,SKA04X00015,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/3/15,down,2.4,nan,SKA04X0003Z,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/3/3,up,2.4,nan,SKA04X0002F,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/3/6,up,2.4,nan,SKA04X0002W,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/4/10,up,2.4,nan,SKA04X2YGPR,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/4/11,down,2.4,nan,SKA04X34SRA,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/4/12,up,2.4,nan,SKA04X36S0E,Recovered / Fixed,SFP inserted or port restored this week
SKA04001G00,ZTE,C300,,gpon_1/4/13,up,2.4,nan,SKA04X3B7TH,Recovered / Fixed,SFP inserted or port restored this week
SKA04002GO0,ZTE,C320,,gpon_1/1/6,up,2.4,nan,SKA04XHPBAX,Recovered / Fixed,SFP inserted or port restored this week
SKA07011GO0,ZTE,C320,,gpon_1/1/1,up,2.4,nan,SKA07X346X0,Recovered / Fixed,SFP inserted or port restored this week
SKA07011GO0,ZTE,C320,,gpon_1/1/2,up,2.4,nan,SKA07X346XE,Recovered / Fixed,SFP inserted or port restored this week
SKA09002GO0,ZTE,C320,,gpon_1/2/1,up,2.4,nan,SKA09X00023,Recovered / Fixed,SFP inserted or port restored this week
SKA09013GO0,ZTE,C320,,gpon_1/1/1,up,2.4,nan,SKA09X00056,Recovered / Fixed,SFP inserted or port restored this week
SKA09013GO0,ZTE,C320,,gpon_1/1/10,up,2.4,nan,SKA09X3IJP6,Recovered / Fixed,SFP inserted or port restored this week
